Date,Open,High,Low,Close,Adj Close,Volume
2015-03-23,18.719999,20.160000,18.690001,19.840000,18.546087,270100
2015-03-24,19.830000,20.670000,19.450001,19.930000,18.630219,419800
2015-03-25,19.879999,20.010000,18.879999,19.049999,17.807608,235500
2015-03-26,18.500000,18.990000,18.080000,18.280001,17.087828,313000
2015-03-27,18.629999,18.750000,18.219999,18.629999,17.414999,147600
2015-03-30,18.670000,19.500000,18.549999,19.030001,17.788914,255200
2015-03-31,19.030001,19.570000,18.740000,19.049999,17.807608,163300
2015-04-01,18.930000,19.139999,18.590000,18.730000,17.508478,189000
2015-04-02,18.670000,20.340000,18.670000,20.120001,18.807827,412100
2015-04-06,19.700001,21.420000,19.700001,21.280001,19.892176,396000
2015-04-07,21.250000,22.360001,21.090000,21.740000,20.322174,476100
2015-04-08,21.740000,22.139999,21.139999,22.070000,20.630651,294400
2015-04-09,22.020000,22.799999,21.730000,22.660000,21.182175,274200
2015-04-10,22.750000,22.750000,21.870001,22.180000,20.733479,148500
2015-04-13,22.100000,22.440001,21.690001,22.280001,20.826958,151900
2015-04-14,22.230000,23.500000,21.940001,22.889999,21.397173,282000
2015-04-15,22.650000,23.209999,22.139999,22.480000,21.013912,434900
2015-04-16,22.340000,22.930000,22.000000,22.440001,20.976522,185000
2015-04-17,22.320000,22.469999,21.959999,22.370001,20.911089,162700
2015-04-20,22.370001,23.010000,22.030001,22.940001,21.443914,216500
2015-04-21,22.660000,23.030001,22.049999,22.480000,21.013912,389000
2015-04-22,22.459999,22.500000,21.580000,22.049999,20.611956,133400
2015-04-23,22.500000,22.500000,21.389999,21.750000,20.331522,265600
2015-04-24,21.750000,21.889999,21.270000,21.469999,20.069782,177800
2015-04-27,21.250000,21.799999,20.549999,21.690001,20.275436,1009300
2015-04-28,16.520000,18.650000,16.379999,18.610001,17.396305,3105600
2015-04-29,18.500000,18.600000,17.170000,17.850000,16.685871,558600
2015-04-30,17.850000,18.430000,17.400000,18.260000,17.069132,491200
2015-05-01,18.299999,18.299999,17.000000,17.190001,16.068914,532000
2015-05-04,17.250000,17.250000,16.500000,16.840000,15.741739,605800
2015-05-05,16.889999,16.950001,16.500000,16.650000,15.564131,254500
2015-05-06,16.660000,16.850000,16.250000,16.420000,15.349131,212800
2015-05-07,16.360001,16.370001,15.820000,16.110001,15.059349,260700
2015-05-08,16.209999,16.219999,15.900000,15.930000,14.891088,347700
2015-05-11,15.930000,16.600000,15.870000,16.450001,15.377175,199600
2015-05-12,16.340000,16.629999,16.110001,16.520000,15.442610,345500
2015-05-13,16.500000,16.900000,16.340000,16.840000,15.741739,194000
2015-05-14,17.000000,17.200001,16.299999,16.350000,15.283696,226200
2015-05-15,16.389999,17.910000,15.800000,17.870001,16.704567,696800
2015-05-18,17.580000,18.299999,17.250000,17.680000,16.526957,521400
2015-05-19,17.680000,17.780001,17.160000,17.469999,16.330652,181500
2015-05-20,17.459999,17.530001,17.040001,17.490000,16.349348,130500
2015-05-21,17.549999,17.889999,17.389999,17.629999,16.480217,150500
2015-05-22,17.700001,18.110001,17.450001,17.770000,16.611088,243600
2015-05-26,17.760000,17.950001,17.389999,17.790001,16.629784,128700
2015-05-27,17.799999,18.320000,17.650000,18.049999,16.872826,227100
2015-05-28,17.969999,18.469999,17.910000,18.459999,17.256086,153800
2015-05-29,18.410000,18.870001,18.070000,18.360001,17.162609,202400
2015-06-01,18.379999,18.400000,17.760000,17.879999,16.713913,114400
2015-06-02,17.799999,18.150000,17.709999,17.760000,16.601740,101900
2015-06-03,17.770000,18.080000,17.400000,17.670000,16.517609,123400
2015-06-04,17.559999,17.690001,17.160000,17.200001,16.078262,101200
2015-06-05,17.180000,17.860001,16.510000,16.670000,15.582827,245600
2015-06-08,16.570000,17.410000,16.570000,16.910000,15.807174,158300
2015-06-09,16.860001,17.440001,16.840000,16.950001,15.844566,46900
2015-06-10,17.080000,17.180000,16.639999,16.950001,15.844566,126800
2015-06-11,17.049999,17.170000,16.700001,17.020000,15.910001,66400
2015-06-12,17.000000,17.059999,16.730000,16.950001,15.844566,68100
2015-06-15,16.879999,17.090000,16.389999,16.730000,15.638913,271500
2015-06-16,16.680000,17.240000,16.530001,16.629999,15.545434,177200
2015-06-17,16.730000,16.940001,16.590000,16.690001,15.601522,137100
2015-06-18,16.680000,17.340000,16.650000,17.120001,16.003479,151300
2015-06-19,17.180000,17.350000,16.809999,16.809999,15.713696,214100
2015-06-22,16.950001,16.950001,16.580000,16.660000,15.573479,166600
2015-06-23,16.690001,17.270000,16.620001,16.959999,15.853912,232500
2015-06-24,16.850000,17.459999,16.790001,17.139999,16.022173,126600
2015-06-25,17.170000,17.600000,17.000000,17.410000,16.274565,144500
2015-06-26,17.400000,17.500000,17.129999,17.370001,16.237175,225000
2015-06-29,17.080000,17.219999,16.820000,16.910000,15.807174,223400
2015-06-30,17.020000,17.100000,16.809999,16.870001,15.769784,163900
2015-07-01,16.980000,17.030001,16.080000,16.350000,15.283696,201300
2015-07-02,16.360001,17.610001,16.309999,17.030001,15.919349,367900
2015-07-06,16.860001,17.570000,16.770000,17.299999,16.171740,452500
2015-07-07,17.219999,17.790001,16.629999,17.500000,16.358696,953500
2015-07-08,18.410000,19.200001,17.320000,17.930000,16.760653,1826400
2015-07-09,17.940001,18.250000,17.370001,17.889999,16.723261,644600
2015-07-10,18.000000,18.660000,17.879999,18.400000,17.200001,268000
2015-07-13,18.620001,18.950001,18.469999,18.709999,17.489782,230500
2015-07-14,18.650000,19.000000,18.530001,18.709999,17.489782,197200
2015-07-15,18.740000,18.920000,18.260000,18.299999,17.106522,134400
2015-07-16,18.340000,18.530001,18.200001,18.260000,17.069132,130600
2015-07-17,18.250000,18.379999,17.770000,17.930000,16.760653,141500
2015-07-20,18.000000,18.180000,17.709999,18.030001,16.854132,138100
2015-07-21,18.070000,18.280001,17.969999,18.200001,17.013044,130900
2015-07-22,18.120001,18.450001,18.000000,18.120001,16.938261,146600
2015-07-23,18.129999,18.290001,17.900000,18.030001,16.854132,135100
2015-07-24,18.049999,18.500000,17.879999,18.350000,17.153261,196800
2015-07-27,18.299999,18.379999,17.840000,17.940001,16.770000,132900
2015-07-28,18.150000,18.150000,17.670000,18.000000,16.826088,133500
2015-07-29,18.049999,18.490000,17.959999,18.370001,17.171957,87100
2015-07-30,18.299999,18.650000,18.110001,18.440001,17.237392,233000
2015-07-31,18.430000,18.860001,18.110001,18.180000,16.994349,93500
2015-08-03,18.270000,18.270000,17.139999,17.280001,16.153044,199100
2015-08-04,17.330000,17.450001,17.000000,17.309999,16.181087,83800
2015-08-05,17.400000,17.709999,16.920000,17.150000,16.031521,183300
2015-08-06,17.090000,17.090000,16.500000,16.690001,15.601522,138900
2015-08-07,16.600000,16.959999,16.570000,16.950001,15.844566,92700
2015-08-10,16.969999,17.200001,16.870001,17.049999,15.938043,123600
2015-08-11,16.930000,17.080000,16.750000,16.820000,15.723043,122100
2015-08-12,16.809999,17.049999,16.170000,16.670000,15.582827,123500
2015-08-13,16.730000,16.760000,16.309999,16.469999,15.395869,63700
2015-08-14,16.410000,16.650000,16.049999,16.250000,15.190218,136900
2015-08-17,16.139999,16.290001,15.870000,16.200001,15.143479,194000
2015-08-18,16.180000,16.180000,15.900000,15.960000,14.919130,139000
2015-08-19,15.960000,15.970000,15.740000,15.760000,14.732174,144700
2015-08-20,16.010000,17.020000,16.010000,16.580000,15.498695,457900
2015-08-21,16.180000,16.530001,16.080000,16.200001,15.143479,229000
2015-08-24,15.550000,16.000000,15.000000,15.810000,14.778913,362000
2015-08-25,16.100000,16.629999,15.690000,15.730000,14.704130,231700
2015-08-26,15.980000,15.980000,15.270000,15.880000,14.844348,146000
2015-08-27,16.000000,16.379999,15.760000,16.160000,15.106087,112100
2015-08-28,16.200001,16.920000,16.180000,16.830000,15.732391,179800
2015-08-31,16.760000,17.160000,16.549999,16.910000,15.807174,115700
2015-09-01,16.660000,16.990000,16.360001,16.440001,15.367826,96700
2015-09-02,16.620001,16.790001,16.410000,16.650000,15.564131,65200
2015-09-03,16.620001,17.020000,16.469999,16.620001,15.536088,101600
2015-09-04,16.420000,16.830000,16.379999,16.400000,15.330435,87300
2015-09-08,16.580000,17.000000,16.549999,16.940001,15.835218,105200
2015-09-09,17.059999,17.180000,16.639999,16.910000,15.807174,176800
2015-09-10,16.860001,17.219999,16.639999,16.980000,15.872608,104500
2015-09-11,16.860001,16.860001,16.209999,16.360001,15.293044,110000
2015-09-14,16.330000,16.830000,16.180000,16.820000,15.723043,96900
2015-09-15,16.770000,17.350000,16.730000,17.170000,16.050219,83100
2015-09-16,17.240000,17.700001,17.010000,17.290001,16.162392,278800
2015-09-17,17.290001,17.309999,16.600000,16.700001,15.610870,111300
2015-09-18,16.549999,16.559999,15.900000,16.040001,14.993915,290800
2015-09-21,16.100000,16.379999,15.770000,15.870000,14.835000,100600
2015-09-22,15.700000,15.700000,15.090000,15.520000,14.507827,181800
2015-09-23,15.530000,15.810000,15.260000,15.770000,14.741523,192400
2015-09-24,15.650000,15.900000,15.490000,15.700000,14.676087,237600
2015-09-25,15.780000,16.049999,15.000000,15.240000,14.246087,219000
2015-09-28,15.160000,15.270000,14.700000,15.120000,14.133913,299700
2015-09-29,15.110000,15.150000,13.960000,14.220000,13.292609,390800
2015-09-30,14.370000,14.420000,13.410000,14.080000,13.161739,425200
2015-10-01,14.130000,14.910000,12.580000,14.690000,13.731956,839600
2015-10-02,14.520000,15.300000,14.080000,15.140000,14.152609,340400
2015-10-05,15.140000,16.100000,14.950000,15.570000,14.554565,1017400
2015-10-06,13.800000,14.280000,12.550000,12.670000,11.843696,2082400
2015-10-07,12.700000,12.980000,12.010000,12.040000,11.254783,744600
2015-10-08,12.100000,12.250000,11.500000,11.750000,10.983696,407800
2015-10-09,11.810000,12.280000,11.750000,11.900000,11.123913,341300
2015-10-12,11.910000,12.760000,11.900000,12.730000,11.899782,391200
2015-10-13,12.740000,12.890000,11.920000,11.990000,11.208043,312700
2015-10-14,12.040000,12.060000,11.300000,11.420000,10.675218,378200
2015-10-15,11.590000,12.550000,11.590000,12.450000,11.638043,492200
2015-10-16,12.440000,12.550000,12.220000,12.450000,11.638043,199400
2015-10-19,12.420000,12.550000,12.060000,12.200000,11.404347,223600
2015-10-20,12.140000,12.500000,12.100000,12.230000,11.432391,135600
2015-10-21,12.330000,12.480000,12.120000,12.220000,11.423044,140700
2015-10-22,12.370000,12.440000,12.130000,12.210000,11.413696,165500
2015-10-23,12.240000,12.240000,11.400000,11.640000,10.880870,313000
2015-10-26,11.630000,11.870000,11.350000,11.450000,10.703260,286300
2015-10-27,11.400000,11.500000,10.870000,10.990000,10.273261,476000
2015-10-28,10.990000,11.340000,10.860000,11.130000,10.404131,273600
2015-10-29,11.070000,11.370000,10.940000,11.200000,10.469565,367800
2015-10-30,11.180000,11.590000,11.150000,11.410000,10.665870,288300
2015-11-02,11.400000,11.790000,11.300000,11.740000,10.974348,153500
2015-11-03,11.670000,12.260000,11.610000,12.110000,11.320217,174100
2015-11-04,12.160000,12.420000,11.820000,11.880000,11.105218,199100
2015-11-05,11.890000,12.440000,11.880000,12.410000,11.600653,166900
2015-11-06,12.400000,12.600000,12.310000,12.430000,11.619349,161000
2015-11-09,12.360000,12.430000,11.910000,12.020000,11.236088,157200
2015-11-10,11.980000,12.230000,11.880000,12.120000,11.329565,145900
2015-11-11,12.120000,12.220000,11.730000,11.790000,11.021087,112300
2015-11-12,11.690000,11.930000,11.550000,11.740000,10.974348,91200
2015-11-13,11.610000,11.750000,10.900000,11.010000,10.291957,329800
2015-11-16,11.000000,11.320000,10.970000,11.300000,10.563044,182800
2015-11-17,11.410000,11.410000,10.910000,10.990000,10.273261,143900
2015-11-18,11.010000,11.070000,10.860000,10.950000,10.235869,169900
2015-11-19,10.950000,11.050000,10.850000,10.880000,10.170435,168400
2015-11-20,10.970000,11.040000,10.680000,10.780000,10.076957,167600
2015-11-23,10.730000,10.850000,10.420000,10.450000,9.768478,493700
2015-11-24,10.420000,10.420000,9.710000,9.990000,9.338478,580000
2015-11-25,10.000000,10.450000,10.000000,10.230000,9.562826,323900
2015-11-27,10.230000,10.310000,10.140000,10.140000,9.478696,95600
2015-11-30,10.200000,10.460000,10.200000,10.270000,9.600218,373700
2015-12-01,10.280000,10.370000,10.000000,10.060000,9.403913,234800
2015-12-02,10.030000,10.410000,10.010000,10.290000,9.618913,138000
2015-12-03,10.330000,10.390000,10.050000,10.120000,9.460000,158200
2015-12-04,10.120000,10.410000,10.040000,10.290000,9.618913,195200
2015-12-07,10.130000,10.280000,9.850000,9.920000,9.273044,114900
2015-12-08,9.790000,10.090000,9.700000,10.010000,9.357174,181300
2015-12-09,9.950000,10.100000,9.770000,9.890000,9.245001,90700
2015-12-10,9.890000,10.110000,9.760000,10.100000,9.441305,207700
2015-12-11,9.400000,9.470000,7.940000,8.120000,7.590435,1306500
2015-12-14,8.110000,8.370000,7.410000,7.510000,7.020218,756700
2015-12-15,7.570000,7.980000,7.450000,7.870000,7.356739,552800
2015-12-16,7.810000,8.150000,7.680000,7.800000,7.291305,602900
2015-12-17,7.760000,7.880000,7.160000,7.170000,6.702392,489700
2015-12-18,7.130000,7.830000,7.120000,7.800000,7.291305,559900
2015-12-21,7.550000,8.420000,7.540000,8.200000,7.665217,426400
2015-12-22,8.160000,8.250000,7.950000,8.060000,7.534348,224100
2015-12-23,8.010000,8.300000,8.010000,8.020000,7.496957,199700
2015-12-24,8.000000,8.060000,7.830000,7.990000,7.468913,73700
2015-12-28,7.940000,7.980000,7.820000,7.850000,7.338044,184300
2015-12-29,7.870000,7.980000,7.700000,7.910000,7.394130,393400
2015-12-30,7.890000,8.530000,7.800000,8.250000,7.711957,363200
